nombre,precio_actual,precio_original,descuento,valoracion,plataforma,fecha,enlace,precio_actual_num,precio_original_num,descuento_pct,fecha_extraccion,anio,mes,dia
"HP EliteBook 840 G6, FHD, Intel Core i5 8265U, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 (Reacondicionado) Bolsa Cybersnap","331,.00",,,"3,5 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-EliteBook-840-G6-reacondicionado/dp/B0F3P4FHTY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-14,331.0,,,2026-04-22 10:39:00,2026,4,22
"2026 Ordenador portátil 16GB RAM, SSD 256GB,15,6 Pulgadas, procesador M3-6Y30 (2,2 GHz), Pantalla FHD 1920x1080 píxeles, cámara Web y Panel táctil, Ideal para Estudiantes y Profesionales","349,.99","999,99 €",,"5,0 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/sspa/click?ie=UTF8&spc=MTo3MTUxNTQ3ODA2NDU5MTc5OjE3NzY4NDcxODg6c3BfYXRmOjMwMTAzNjIyNzI1MTMzMjo6MDo6&url=%2FCHIFUYOU-Ordenador-procesador-Estudiantes-Profesionales%2Fdp%2FB0GSZ4JPGT%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776847188%26sr%3D8-1-spons%26aref%3D16C0yrjKpN%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=16C0yrjKpN&sp_cr=ZAZ,349.99,999.99,65.0,2026-04-22 10:39:00,2026,4,22
"Ordenador Portátil Ultraligero 15.6"" FHD Core i5-8210Y (hasta 3.6GHz) 24GB RAM 512GB SSD + Ampliable a 1TB WiFi 5 Bluetooth 5.0 HDMI Bisagra 180° Win 11 Pro deal para Estudiantes Teletrabajo y Oficina","369,.99",,,"4,8 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/Ordenador-Ultraligero-Core-Estudiantes-Teletrabajo/dp/B0FQP3G9HW/ref=sr_1_13?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-13,369.99,,,2026-04-22 10:39:00,2026,4,22
"Ordenador Portátil 16 Pulgadas, Core i5-8210Y CPU, Win11 Pro PC Portátil 16GB RAM 512GB SSD, Clavier Rétroéclairé, 1080P FHD Pantalla Laptop, (Mini-HDMI+USB3.0+Type-C+Webcan+WIFI5+5800mah Battery)","369,.99",,,"4,9 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/Ordenador-Port%C3%A1til-Core-R%C3%A9tro%C3%A9clair%C3%A9-Mini-HDMI/dp/B0FXG5G3F7/ref=sr_1_24?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-24,369.99,,,2026-04-22 10:39:00,2026,4,22
"HP 15-fd0374ns - Ordenador portátil de 15.6"" FHD (Intel N100, 8GB RAM, 256GB SSD, Intel UHD, Windows 11) Plata - Teclado QWERTY Español","449,.00",,,"4,6 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-15-fd0374ns-Ordenador-port%C3%A1til-Windows/dp/B0FCG227SW/ref=sr_1_22?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-22,449.0,,,2026-04-22 10:39:00,2026,4,22
"Lenovo IdeaPad Slim 3 Gen 8 – Ordenador Portátil 15.6'' FHD (Intel Core i3-N305, Intel UHD Graphics, 8 GB RAM, 256 GB SSD, Wi-Fi 6, Win 11 Home, Office Trial) Teclado QWERTY Español - Azul Abismo","449,.00","479,00 €",,"4,4 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/Lenovo-IdeaPad-Slim-Gen-Ordenador/dp/B0FVYGKQ8Z/ref=sr_1_23?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-23,449.0,479.0,6.26,2026-04-22 10:39:00,2026,4,22
"acer Aspire Go 15 AG15-42P, Ordenador Portátil 15.6"" Full HD (AMD Ryzen 5 5625U, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home), Plata, Teclado QWERTY Español","469,.00","549,00 €",,"5,0 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/acer-AG15-42P-Ordenador-Port%C3%A1til-Graphics/dp/B0F454GC8S/ref=sr_1_10?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-10,469.0,549.0,14.57,2026-04-22 10:39:00,2026,4,22
"HP - Ordenador portátil de 15.6"" FHD (AMD Ryzen 5-7520U, 16 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata y Azul - Teclado QWERTY Español","499,.00","549,00 €",,"3,7 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-Ordenador-port%C3%A1til-Graphics-operativo/dp/B0FCG2VS1T/ref=sr_1_15?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-15,499.0,549.0,9.11,2026-04-22 10:39:00,2026,4,22
"ASUS Vivobook Go 15 E1504FA - Ordenador Portátil 15.6inch Full HD (Windows 11 home, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Radeon 610M) Plata fría - teclado QWERTY Español","545,.20",,,"2,9 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/ASUS-Vivobook-OLED-E1504FA-BQ2451W-Ordenador/dp/B0BSLBCBZF/ref=sr_1_20?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-20,545.2,,,2026-04-22 10:39:00,2026,4,22
"HP 15-fd0376ns- Ordenador portátil de 15.6"" FHD (Intel Core i5-1334U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11) Plata - Teclado QWERTY Español","579,.00","649,00 €",,"4,0 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-15-fd0376ns-Ordenador-port%C3%A1til-i5-1334U/dp/B0FCG2NCWW/ref=sr_1_25?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-25,579.0,649.0,10.79,2026-04-22 10:39:00,2026,4,22
