nombre,precio_actual,precio_original,descuento,valoracion,plataforma,fecha,enlace
"FUNYET Nuevo Ordenador Portátil i5-7Y54 Procesador 2 Cores hasta 3,2GHz 15.6 Pulgadas Gaming Laptop 16GB RAM 512GB SSD IPS 1920×1080 Win11 Pro Portatil con WiFi5, BT5.0, USB3.0, Teclado Retroiluminado","299,.99","359,99 €",,"4,3 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/sspa/click?ie=UTF8&spc=MTo3MTUxNTQ3ODA2NDU5MTc5OjE3NzY4NDcxODg6c3BfYXRmOjMwMDk2MDQ0ODc4NzIzMjo6MDo6&url=%2FFUNYET-Ordenador-Procesador-1920%25C3%25971080-Retroiluminado%2Fdp%2FB0GL1SZBBM%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776847188%26sr%3D8-2-spons%26aref%3Dt6Fhfvz9ru%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=t6Fhfvz9ru&sp_cr=ZAZ
"FUNYET 2026 Ordenador Portátil 15.6” RAM 16GB SSD 512GB Soporta TF 1TB Win11 Pro 1920x1080 FHD (Procesador 2 Cores 4425Y), Portatil con WIFI5, BT4.2, USB3.0, HDMI, Type-C para Estudiantes y Oficina","297,.82","313,49 €",,,Amazon,2026-04-22 10:39,https://www.amazon.es/sspa/click?ie=UTF8&spc=MTo3MTUxNTQ3ODA2NDU5MTc5OjE3NzY4NDcxODg6c3BfYXRmOjMwMDk5MzM4NDk3MTIzMjo6MDo6&url=%2FFUNYET-Ordenador-1920x1080-Procesador-Estudiantes%2Fdp%2FB0GQM4DQZL%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776847188%26sr%3D8-3-spons%26aref%3DJN7yxu3Kpg%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=JN7yxu3Kpg&sp_cr=ZAZ
"Ordenador portátil 14 pulgadas Dual-Core hasta 2,6 GHz • 6 GB RAM • 128 GB SSD • UHD portatil • WiFi 5G • Mini-HDMI • Teclado membrana • Diseño sin ventilador • Color plateado • Ratón incluido","209,.99",,,"4,1 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/Ordenador-port%C3%A1til-Dual-Core-Mini-HDMI-ventilador/dp/B0G3JBSTR6/ref=sr_1_4?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-4
"HP 15-fd0261ns - Ordenador portátil de 15.6"" FHD (Intel N100, 4GB RAM, 128GB UFS, Intel UHD, Windows 11) Plata - Teclado QWERTY Español - Incluye Microsoft 365 Personal 12 Meses","299,.00","349,00 €",,"4,2 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-15-fd0261ns-Ordenador-port%C3%A1til-Microsoft/dp/B0FCG24X9S/ref=sr_1_5?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-5
"HP 15-fc0243ns - Ordenador portátil de 15.6"" FHD (AMD Ryzen 7-7730U, 32 GB RAM, 1TB SSD, AMD Radeon Graphics, Windows 11) Plata y Azul - Teclado QWERTY Español","719,.00","799,00 €",,"4,4 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-15-fc0243ns-Ordenador-port%C3%A1til-Graphics/dp/B0F4RM78RJ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-6
"ASUS Chromebook CX1505CTA - Ordenador Portátil 15.6"" Full HD (Intel N50, 4GB RAM, 128GB eMMC, ChromeOS) QWERTY Funda y ratón incluidos +3 Meses de Google AI Pro con Gemini Pro y 2TB de Almacenamiento","259,.00",,,"4,2 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/ASUS-Chromebook-CX1505CTA-Ordenador-Almacenamiento/dp/B0FWCLTWP2/ref=sr_1_7?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-7
"BMAX Ordenador Portátil 15.6"" FHD Celeron N95 Upto 3,4 GHz Portatiles 12GB RAM 512GB SSD LPDDR5 Laptop, Win 11 PC Portátil 5G WiFi Notebook BT5.0, USB 3.2x2, Protege el Teclado Español","259,.99","289,99 €",,"4,6 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/BMAX-Ordenador-Port%C3%A1til-Portatiles-12GB/dp/B0GL8MWC5G/ref=sr_1_8?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-8
"ASUS Vivobook 15 F1504VA-BQ128W - Ordenador Portátil 15.6"" Full HD (Windows 11 Home,Intel Core 5 120U, 16GB RAM, 1TB SSD, Graphics,) Azul Tranquilo - Teclado QWERTY español","649,.00",,,"4,4 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/ASUS-Vivobook-F1504VA-BQ128W-Ordenador-Tranquilo/dp/B0F99B78JN/ref=sr_1_9?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-9
"acer Aspire Go 15 AG15-42P, Ordenador Portátil 15.6"" Full HD (AMD Ryzen 5 5625U, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home), Plata, Teclado QWERTY Español","469,.00","549,00 €",,"5,0 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/acer-AG15-42P-Ordenador-Port%C3%A1til-Graphics/dp/B0F454GC8S/ref=sr_1_10?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-10
"HP 15-fc0240ns - Ordenador portátil de 15.6"" FHD (AMD Ryzen 7-7730U, 32 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata - Teclado QWERTY Español","629,.00","699,00 €",,"4,3 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-15-fc0240ns-Ordenador-port%C3%A1til-operativo/dp/B0FCG33M6K/ref=sr_1_11?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-11
"Lenovo IdeaPad Slim 3 Gen 10 – Ordenador Portátil 15.3"" WUXGA (Intel Core i5-13420H, 16 GB RAM, 512 GB SSD, Gráficos Intel UHD, Wi-Fi 6, Windows 11 Home) Teclado QWERTY Español - Gris Luna","599,.00","679,00 €",,"4,7 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/Lenovo-IdeaPad-Slim-Gen-Ordenador/dp/B0GL38BFBK/ref=sr_1_12?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-12
"Ordenador Portátil Ultraligero 15.6"" FHD Core i5-8210Y (hasta 3.6GHz) 24GB RAM 512GB SSD + Ampliable a 1TB WiFi 5 Bluetooth 5.0 HDMI Bisagra 180° Win 11 Pro deal para Estudiantes Teletrabajo y Oficina","369,.99",,,"4,8 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/Ordenador-Ultraligero-Core-Estudiantes-Teletrabajo/dp/B0FQP3G9HW/ref=sr_1_13?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-13
"HP EliteBook 840 G6, FHD, Intel Core i5 8265U, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 (Reacondicionado) Bolsa Cybersnap","331,.00",,,"3,5 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-EliteBook-840-G6-reacondicionado/dp/B0F3P4FHTY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-14
"HP - Ordenador portátil de 15.6"" FHD (AMD Ryzen 5-7520U, 16 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata y Azul - Teclado QWERTY Español","499,.00","549,00 €",,"3,7 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/HP-Ordenador-port%C3%A1til-Graphics-operativo/dp/B0FCG2VS1T/ref=sr_1_15?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-15
"PINSTONE Ordenador Portátil de 14 Pulgadas Celeron N4000, Computadora Portátiles 6 GB RAM 128 GB SSD, PC Portátiles con 2,4 G/5 G WiFi, Bluetooth, Estudiantil Laptop Larga Vida útil de la Batería.","209,.00",,,"4,8 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/PINSTONE-Ordenador-Computadora-Port%C3%A1tiles-Estudiantil/dp/B0FXWJTGH9/ref=sr_1_16?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA&dib_tag=se&keywords=portatiles&qid=1776847188&sr=8-16
"FUNYET Nuevo Ordenador Portátil 15.6” RAM 16GB SSD 256GB Soporta TF 1TB Win11 Pro 1920x1080 FHD (Procesador 2 Cores 4425Y), Portatil con WIFI5, BT4.2, USB3.0x2, HDMI para Estudiantes y Oficina","265,.99","279,99 €",,"4,6 de 5 estrellas",Amazon,2026-04-22 10:39,https://www.amazon.es/sspa/click?ie=UTF8&spc=MTo3MTUxNTQ3ODA2NDU5MTc5OjE3NzY4NDcxODg6c3BfbXRmOjMwMTAxMzc4NzQ2NDkzMjo6MDo6&url=%2FFUNYET-Ordenador-1920x1080-Procesador-Estudiantes%2Fdp%2FB0GQZ8CNNW%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmCkgkjuI9UGFslP3Yt-RtQje5WxtFtoEB3IYud7QSqyed4J8yFgAArPfrJcyPst5I0cmTpjUGGkGtnzAqImbwz5oRZUYccnu8LrV_ODxRpMJT8n51PWwAE6IJ1Z1I35HMDo0vVk05gk-Pe3EExE44pVQTV8EaH78-GzWI5xsegzi7YQDADx-sYdLF57LOUrM459iBPXrO2k1Hn_d_wcW2g-T6LO-LLQyNCxV1LsNrn-kSjG9s30yxxMiJnyRepxAE9IkZ-jBU8WOHSXPi9uzaqI.qq3QoaL25wG7ekd8PHecPbceXW2Btc7GXsLOURCQEtA%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776847188%26sr%3D8-17-spons%26aref%3DqTYzE4xcLu%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=qTYzE4xcLu&sp_cr=ZAZ
