nombre,precio_actual,precio_original,descuento,valoracion,plataforma,fecha,enlace
"Ordenador Portátil Ultraligero 15.6"" FHD Core i5-8210Y (hasta 3.6GHz) 24GB RAM 512GB SSD + Ampliable a 1TB WiFi 5 Bluetooth 5.0 HDMI Bisagra 180° Win 11 Pro deal para Estudiantes Teletrabajo y Oficina","369,.99",,,"4,8 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/Ordenador-Ultraligero-Core-Estudiantes-Teletrabajo/dp/B0FQP3G9HW/ref=sr_1_15?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-15
"HP 15-fd0374ns - Ordenador portátil de 15.6"" FHD (Intel N100, 8GB RAM, 256GB SSD, Intel UHD, Windows 11) Plata - Teclado QWERTY Español","449,.00",,,"4,6 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/HP-15-fd0374ns-Ordenador-port%C3%A1til-Windows/dp/B0FCG227SW/ref=sr_1_16?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-16
"Yodoit Monitor Portátil 14”, IPS FHD 1080P USB Type-C Pantalla Portatil de Computadora, HDR con HDMI/USB C para MacBook PC Xbox PS4/5 Switch Teléfono","79,.99",,,"4,1 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToyOTQwOTIxODIwMTY1NTE1OjE3NzY3ODU4Njg6c3BfbXRmOjMwMTAwODAwMjUzMjgzMjo6MDo6&url=%2FYodoit-Pulgadas-Port%25C3%25A1til-Pantalla-Computadora%2Fdp%2FB0FH22LXDY%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776785868%26sr%3D8-17-spons%26aref%3DjYxzosRO8n%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=jYxzosRO8n&sp_cr=ZAZ
"15,6 Pulgadas Ordenador Portáti, Win 11 PC Portátil 16GB RAM 1TB SSD, Laptop Celeron N5100 Gráficos UHD, Computadora Portatil 1920*1080 FHD Pantalla Teclado numérico retroiluminado/Touch ID USB 3.0","379,.99",,,"5,0 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToyOTQwOTIxODIwMTY1NTE1OjE3NzY3ODU4Njg6c3BfbXRmOjMwMDk4NjQwODE2NTEzMjo6MDo6&url=%2FOrdenador-Celeron-N5100-Computadora-retroiluminado%2Fdp%2FB0GR5FYPL8%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776785868%26sr%3D8-18-spons%26aref%3Dq1mR52XH1d%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=q1mR52XH1d&sp_cr=ZAZ
"Ordenador Portáti 15,6 Pulgadas, PC Portátil Win 11 8GB RAM 256GB SSD, Laptop con Core M3 6Y30 Procesador, Computadora Portatil Delgada Pantalla FHD abatible de 180° Mini-HDMI 2*USB3.0 WiFi5 BT4.2","289,.99","299,99 €",,"4,3 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToyOTQwOTIxODIwMTY1NTE1OjE3NzY3ODU4Njg6c3BfbXRmOjMwMDk3MDE3MjExMDAzMjo6MDo6&url=%2FOrdenador-Pulgadas-Procesador-Computadora-Mini-HDMI%2Fdp%2FB0G2LVGR1F%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776785868%26sr%3D8-19-spons%26aref%3DXe83MteNm1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=Xe83MteNm1&sp_cr=ZAZ
"HP 15-fd0376ns- Ordenador portátil de 15.6"" FHD (Intel Core i5-1334U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11) Plata - Teclado QWERTY Español","579,.00","649,00 €",,"4,0 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/HP-15-fd0376ns-Ordenador-port%C3%A1til-i5-1334U/dp/B0FCG2NCWW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-20
"HP EliteBook 840 G6, FHD, Intel Core i5 8265U, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 (Reacondicionado) Bolsa Cybersnap","331,.00",,,"3,5 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/HP-EliteBook-840-G6-reacondicionado/dp/B0F3P4FHTY/ref=sr_1_21?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-21
"Ordenador Portátil 16 Pulgadas, Core i5-8210Y CPU, Win11 Pro PC Portátil 16GB RAM 512GB SSD, Clavier Rétroéclairé, 1080P FHD Pantalla Laptop, (Mini-HDMI+USB3.0+Type-C+Webcan+WIFI5+5800mah Battery)","369,.99",,,"4,9 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/Ordenador-Port%C3%A1til-Core-R%C3%A9tro%C3%A9clair%C3%A9-Mini-HDMI/dp/B0FXG5G3F7/ref=sr_1_22?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-22
"ASUS Vivobook Go 15 E1504FA - Ordenador Portátil 15.6inch Full HD (Windows 11 home, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Radeon 610M) Plata fría - teclado QWERTY Español","543,.93",,,"2,9 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/ASUS-Vivobook-OLED-E1504FA-BQ2451W-Ordenador/dp/B0BSLBCBZF/ref=sr_1_23?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-23
"Lenovo IdeaPad Slim 3 Gen 8 – Ordenador Portátil 15.6'' FHD (Intel Core i3-N305, Intel UHD Graphics, 8 GB RAM, 256 GB SSD, Wi-Fi 6, Win 11 Home, Office Trial) Teclado QWERTY Español - Azul Abismo","449,.00","479,00 €",,"4,4 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/Lenovo-IdeaPad-Slim-Gen-Ordenador/dp/B0FVYGKQ8Z/ref=sr_1_24?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-24
Lenovo Thinkbook 16 - Ordenador Portátil 16” WUXGA (1920x1200) | AMD Ryzen 5 7535HS | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 Pro | 1 AÑO ONSITE + ADP | Gris | Teclado QWERTY Español,"619,.00","728,19 €",,"4,8 de 5 estrellas",Amazon,2026-04-21 17:37,https://www.amazon.es/Lenovo-Thinkbook-16-Ordenador-1920x1200/dp/B0DV5QT9PY/ref=sr_1_25?dib=eyJ2IjoiMSJ9.NcNy5UQjmB9ZyecyHzMZo7QeVru8Ml1CXawcwddqGK6g40n2MhfM41e474jjRKOtsWa4ps87PhI6gnQYcix-S9pVpQpvwm-gu_3wX58giDP6788wgMskzdJeGNrx20oVdsaDvhTIdnfZhNSKt3KlI24RhimA-qqt1I00Yd08c6x8vJPn0KkD-liwXSMc-Y5Sw_cVoXy1tmyUJiOWHjOLLsUOWs_0YEkNtT_0pQXe7G5I19O4XMmERJmyl1hmv3B-hDQnd0ScUQxIHbp-nEgq73fXIA3HCmdrECOZmRmciMQ.5eVxGNU_O7VrgCmRcZ2FNvRomhAWl6XOZyrBjo1YgdQ&dib_tag=se&keywords=portatiles&qid=1776785868&sr=8-25
"Portátil Samsung Galaxy Book4 NP750XGJ-KG4ES, i7-1355U, 16GB, 1TB SSD, 15,6"", W11",Precio de venta 779 €,Precio original 899 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A54854165-portatil-samsung-galaxy-book4-np750xgj-kg4es-i7-1355u-16gb-1tb-ssd-156-w11/?color=Gris+Grafito
"Portátil Lenovo Yoga Slim 7 14IMH9, Intel Core Ultra 7-155H, 32GB, 1TB SSD, 14"" OLED, W11",Precio de venta 999 €,Precio original 1.199 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A56671005-portatil-lenovo-yoga-slim-7-14imh9-intel-core-ultra-7-155h-32gb-1tb-ssd-14-oled-w11/?color=Gris+Lunar
"Tablet Lenovo Idea Tab 8GB + 128GB, 11"", Wi-Fi + PEN",Precio de venta 199 €,,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A56382485-tablet-lenovo-idea-tab-8gb-128gb-11-wi-fi-pen/?color=Lunar+Grey
"Portátil Gaming HP VICTUS 15-fa2007ns, Intel Core 7-240H, 16GB, 1TB SSD, Nvidia GeForce RTX 5060 8GB, 15,6"", W11",Precio de venta 1.199 €,Precio original 1.399 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A55333855-portatil-gaming-hp-victus-15-fa2007ns-intel-core-7-240h-16gb-1tb-ssd-nvidia-geforce-rtx-5060-8gb-156-w11/?color=Azul
"Monitor PC 68,5cm (27"") LG MyView Smart Monitor 27U511SA-W, 100 Hz, Full HD",Precio de venta 179 €,Precio original 219 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A55591762-monitor-pc-685cm-27-lg-myview-smart-monitor-27u511sa-w-100-hz-full-hd/?color=Blanco
"Impresora multifunción HP OfficeJet Pro 8134e, Fax, Wi-Fi, compatible con Instant Ink","Precio de venta 139,90 €","Precio original 169,90 €",,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A50935741-impresora-multifuncion-hp-officejet-pro-8134e-fax-wi-fi-compatible-con-instant-ink/?color=Blanco
"Portátil HP OmniBook 7 14-fr0001ns, Intel Core Ultra 5 EVO-225U, 16GB, 1TB SSD, 14"" OLED, W11",Precio de venta 899 €,Precio original 999 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A55333863-portatil-hp-omnibook-7-14-fr0001ns-intel-core-ultra-5-evo-225u-16gb-1tb-ssd-14-oled-w11/?color=Plata
"Apple iPad 11"" (2025) A16, Wi-Fi",Precio de venta 359 €,Precio original 379 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A54871211-apple-ipad-11-2025-a16-wi-fi/?color=Azul
"Monitor PC Gaming Samsung Odyssey OLED G6 68,5 cm (27"") QHD, 0.03ms, Max 360Hz, FreeSync Premium Pro, 250 nits",Precio de venta 579 €,Precio original 799 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A51551329-monitor-pc-gaming-samsung-odyssey-oled-g6-685-cm-27-qhd-003ms-max-360hz-freesync-premium-pro-250-nits/?color=Plata
"Impresora Multifunción Epson Expression Home XP-2200, Wi-Fi","Precio de venta 60,90 €","Precio original 71,90 €",,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A45448138-impresora-multifuncion-epson-expression-home-xp-2200-wi-fi/?color=Negro
"Portátil HP 15-fd1017ns, Intel Core Ultra 7-155H, 32GB, 1TB SSD, 15,6"", W11",Precio de venta 949 €,Precio original 1.049 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A54861910-portatil-hp-15-fd1017ns-intel-core-ultra-7-155h-32gb-1tb-ssd-156-w11/?color=Plata
"All in One HP ENVY Move 24-cs0190ns, i5-1335U, 16GB, 512GB SSD, 23,8"", W11",Precio de venta 1.099 €,Precio original 1.299 €,,,ElCorteIngles,2026-04-21 17:37,https://www.elcorteingles.es/electronica/A48938445-all-in-one-hp-envy-move-24-cs0190ns-i5-1335u-16gb-512gb-ssd-238-w11/?color=Blanco
